Time Step,Stress Ratio,Stress Ratio Change
932,0.321926,0.000109
933,0.32189575,-3.03E-05
934,0.322039417,0.000143667
935,0.322217917,0.0001785
936,0.32238775,0.000169833
937,0.322500417,0.000112667
938,0.32259625,9.58E-05
939,0.322688167,9.19E-05
940,0.322754667,6.65E-05
941,0.32281025,5.56E-05
942,0.3228635,5.33E-05
943,0.322889167,2.57E-05
944,0.322930417,4.13E-05
945,0.3229565,2.61E-05
946,0.32296975,1.33E-05
947,0.322993667,2.39E-05
948,0.323004667,1.10E-05
949,0.323018083,1.34E-05
950,0.323035,1.69E-05
951,0.323044,9.00E-06
952,0.323055,1.10E-05
953,0.323056833,1.83E-06
954,0.323067417,1.06E-05
955,0.323076833,9.42E-06
956,0.323087417,1.06E-05
957,0.323093167,5.75E-06
958,0.323101333,8.17E-06
959,0.323110333,9.00E-06
960,0.323115667,5.33E-06
961,0.323118417,2.75E-06
962,0.323126833,8.42E-06
963,0.323131167,4.33E-06
964,0.323139583,8.42E-06
965,0.32314775,8.17E-06
966,0.32315175,4.00E-06
967,0.32315625,4.50E-06
968,0.32316575,9.50E-06
969,0.323168833,3.08E-06
970,0.323176167,7.33E-06
971,0.323184167,8.00E-06
972,0.323188333,4.17E-06
973,0.32319425,5.92E-06
974,0.3232025,8.25E-06
975,0.323207083,4.58E-06
976,0.323212583,5.50E-06
977,0.323221583,9.00E-06
978,0.323224,2.42E-06
979,0.32322975,5.75E-06
980,0.323238,8.25E-06
981,0.323239583,1.58E-06
982,0.32324525,5.67E-06
983,0.323253917,8.67E-06
984,0.32325525,1.33E-06
985,0.32326175,6.50E-06
986,0.32326975,8.00E-06
987,0.323272333,2.58E-06
988,0.323279917,7.58E-06
989,0.323285667,5.75E-06
990,0.323288583,2.92E-06
991,0.323294333,5.75E-06
992,0.323300417,6.08E-06
993,0.323302,1.58E-06
994,0.3233095,7.50E-06
995,0.323317,7.50E-06
996,0.323319083,2.08E-06
997,0.323328,8.92E-06
998,0.323334167,6.17E-06
999,0.323336417,2.25E-06
1000,0.323346833,1.04E-05
1001,0.323351833,5.00E-06
1002,0.323353083,1.25E-06
1003,0.323363,9.92E-06
1004,0.323367583,4.58E-06
1005,0.323370333,2.75E-06
1006,0.323381667,1.13E-05
1007,0.323385417,3.75E-06
1008,0.323387,1.58E-06
1009,0.323397917,1.09E-05
1010,0.323401583,3.67E-06
1011,0.3234035,1.92E-06
1012,0.323415583,1.21E-05
1013,0.32340875,-6.83E-06
1014,0.323412083,3.33E-06
1015,0.323421583,9.50E-06
1016,0.323425583,4.00E-06
1017,0.323429083,3.50E-06
1018,0.323437083,8.00E-06
1019,0.323440333,3.25E-06
1020,0.32344525,4.92E-06
1021,0.32345375,8.50E-06
1022,0.323455583,1.83E-06
1023,0.3234615,5.92E-06
1024,0.32346625,4.75E-06
1025,0.323467333,1.08E-06
1026,0.323472083,4.75E-06
1027,0.3234795,7.42E-06
1028,0.32348025,7.50E-07
1029,0.323487083,6.83E-06
1030,0.323493333,6.25E-06
1031,0.323494,6.67E-07
1032,0.32350225,8.25E-06
1033,0.32350575,3.50E-06
1034,0.323507083,1.33E-06
1035,0.323515083,8.00E-06
1036,0.323517,1.92E-06
1037,0.323512833,-4.17E-06
1038,0.32351375,9.17E-07
1039,0.323503,-1.08E-05
1040,0.323473667,-2.93E-05
1041,0.3233625,-0.000111167
1042,0.323185917,-0.000176583
1043,0.32328425,9.83E-05
1044,0.323273583,-1.07E-05
1045,0.323255083,-1.85E-05
1046,0.323259333,4.25E-06
1047,0.3232895,3.02E-05
1048,0.323307333,1.78E-05
1049,0.323311583,4.25E-06
1050,0.32332225,1.07E-05
1051,0.323330333,8.08E-06
1052,0.323345333,1.50E-05
1053,0.323357083,1.17E-05
1054,0.323363833,6.75E-06
1055,0.32337775,1.39E-05
1056,0.323386167,8.42E-06
1057,0.32338975,3.58E-06
1058,0.323403,1.33E-05
1059,0.323410917,7.92E-06
1060,0.323412833,1.92E-06
1061,0.3234265,1.37E-05
1062,0.323431417,4.92E-06
1063,0.323437333,5.92E-06
1064,0.323447,9.67E-06
1065,0.323452083,5.08E-06
1066,0.323457417,5.33E-06
1067,0.32346825,1.08E-05
1068,0.323470667,2.42E-06
1069,0.32347625,5.58E-06
1070,0.323486,9.75E-06
1071,0.323489833,3.83E-06
1072,0.323495917,6.08E-06
1073,0.323503833,7.92E-06
1074,0.323506583,2.75E-06
1075,0.323513167,6.58E-06
1076,0.323521583,8.42E-06
1077,0.32352425,2.67E-06
1078,0.323532083,7.83E-06
1079,0.323538667,6.58E-06
1080,0.323540333,1.67E-06
1081,0.323549583,9.25E-06
1082,0.323554417,4.83E-06
1083,0.3235565,2.08E-06
1084,0.32356725,1.07E-05
1085,0.323572,4.75E-06
1086,0.323573333,1.33E-06
1087,0.323583667,1.03E-05
1088,0.323588,4.33E-06
1089,0.323590917,2.92E-06
1090,0.323603167,1.23E-05
1091,0.323607417,4.25E-06
1092,0.323611167,3.75E-06
1093,0.323620833,9.67E-06
1094,0.3236245,3.67E-06
1095,0.3236275,3.00E-06
1096,0.323637417,9.92E-06
1097,0.323641167,3.75E-06
1098,0.323646417,5.25E-06
1099,0.3236535,7.08E-06
1100,0.323656667,3.17E-06
1101,0.323665167,8.50E-06
1102,0.32367275,7.58E-06
1103,0.3236735,7.50E-07
1104,0.323683167,9.67E-06
1105,0.323689083,5.92E-06
1106,0.323691083,2.00E-06
1107,0.32370325,1.22E-05
1108,0.323709667,6.42E-06
1109,0.323710833,1.17E-06
1110,0.323721083,1.03E-05
1111,0.323723833,2.75E-06
1112,0.323727667,3.83E-06
1113,0.323736917,9.25E-06
1114,0.32374075,3.83E-06
1115,0.323745,4.25E-06
1116,0.323753417,8.42E-06
1117,0.323758333,4.92E-06
1118,0.323763583,5.25E-06
1119,0.32377125,7.67E-06
1120,0.3237735,2.25E-06
1121,0.323782083,8.58E-06
1122,0.32378875,6.67E-06
1123,0.32379,1.25E-06
1124,0.323799,9.00E-06
1125,0.323804917,5.92E-06
1126,0.323809083,4.17E-06
1127,0.323817167,8.08E-06
1128,0.32382175,4.58E-06
1129,0.323825167,3.42E-06
1130,0.323834667,9.50E-06
1131,0.32382825,-6.42E-06
1132,0.323835167,6.92E-06
1133,0.323842,6.83E-06
1134,0.32384525,3.25E-06
1135,0.323844833,-4.17E-07
1136,0.323851583,6.75E-06
1137,0.323853667,2.08E-06
1138,0.323862667,9.00E-06
1139,0.323870083,7.42E-06
1140,0.323871083,1.00E-06
1141,0.323880667,9.58E-06
1142,0.323887417,6.75E-06
1143,0.32388725,-1.67E-07
1144,0.323898,1.08E-05
1145,0.32390425,6.25E-06
1146,0.323907,2.75E-06
1147,0.323915333,8.33E-06
1148,0.323919833,4.50E-06
1149,0.32392375,3.92E-06
1150,0.323932917,9.17E-06
1151,0.323937083,4.17E-06
1152,0.323942333,5.25E-06
1153,0.323949167,6.83E-06
1154,0.323951667,2.50E-06
1155,0.32395975,8.08E-06
1156,0.323968417,8.67E-06
1157,0.323971,2.58E-06
1158,0.323978167,7.17E-06
1159,0.323986,7.83E-06
1160,0.323988333,2.33E-06
1161,0.323980333,-8.00E-06
1162,0.323987167,6.83E-06
1163,0.323988167,10.00E-07
1164,0.323997583,9.42E-06
1165,0.324001583,4.00E-06
1166,0.32400625,4.67E-06
1167,0.324015083,8.83E-06
1168,0.324018,2.92E-06
1169,0.324024667,6.67E-06
1170,0.324032,7.33E-06
1171,0.324034833,2.83E-06
1172,0.324043167,8.33E-06
1173,0.324050667,7.50E-06
1174,0.324052167,1.50E-06
1175,0.3240625,1.03E-05
1176,0.32406975,7.25E-06
1177,0.32406225,-7.50E-06
1178,0.324072583,1.03E-05
1179,0.324077917,5.33E-06
1180,0.324082,4.08E-06
1181,0.32409025,8.25E-06
1182,0.324095417,5.17E-06
1183,0.32409975,4.33E-06
1184,0.324107667,7.92E-06
1185,0.324111917,4.25E-06
1186,0.324116583,4.67E-06
1187,0.324125,8.42E-06
1188,0.324127417,2.42E-06
1189,0.324135917,8.50E-06
1190,0.3241525,1.66E-05
1191,0.324148167,-4.33E-06
1192,0.324157667,9.50E-06
1193,0.324163667,6.00E-06
1194,0.324167083,3.42E-06
1195,0.324176917,9.83E-06
1196,0.324180167,3.25E-06
1197,0.32418475,4.58E-06
1198,0.3241945,9.75E-06
1199,0.324197,2.50E-06
1200,0.324202417,5.42E-06
1201,0.324211333,8.92E-06
1202,0.324212667,1.33E-06
1203,0.32422125,8.58E-06
1204,0.324225917,4.67E-06
1205,0.324229083,3.17E-06
1206,0.324237917,8.83E-06
1207,0.324244333,6.42E-06
1208,0.32424775,3.42E-06
1209,0.324255667,7.92E-06
1210,0.324259,3.33E-06
1211,0.3242655,6.50E-06
1212,0.32427325,7.75E-06
1213,0.32427725,4.00E-06
1214,0.324285583,8.33E-06
1215,0.324292083,6.50E-06
1216,0.3242955,3.42E-06
1217,0.324304333,8.83E-06
1218,0.324308333,4.00E-06
1219,0.324312167,3.83E-06
1220,0.324322333,1.02E-05
1221,0.32432525,2.92E-06
1222,0.324329833,4.58E-06
1223,0.324337167,7.33E-06
1224,0.324340667,3.50E-06
1225,0.32434875,8.08E-06
1226,0.324356583,7.83E-06
1227,0.324358833,2.25E-06
1228,0.324367417,8.58E-06
1229,0.324375917,8.50E-06
1230,0.32437925,3.33E-06
1231,0.324388917,9.67E-06
1232,0.324394417,5.50E-06
1233,0.324399,4.58E-06
1234,0.324406083,7.08E-06
1235,0.324410583,4.50E-06
1236,0.324415583,5.00E-06
1237,0.324424417,8.83E-06
1238,0.324425667,1.25E-06
1239,0.324433583,7.92E-06
1240,0.324438583,5.00E-06
1241,0.324441833,3.25E-06
1242,0.324451083,9.25E-06
1243,0.32445375,2.67E-06
1244,0.324453583,-1.67E-07
1245,0.324461417,7.83E-06
1246,0.324463917,2.50E-06
1247,0.324472333,8.42E-06
1248,0.32447875,6.42E-06
1249,0.32448075,2.00E-06
1250,0.32448975,9.00E-06
1251,0.3244955,5.75E-06
1252,0.324501083,5.58E-06
1253,0.324508833,7.75E-06
1254,0.3245125,3.67E-06
1255,0.324519833,7.33E-06
1256,0.324525583,5.75E-06
1257,0.324529,3.42E-06
1258,0.324537917,8.92E-06
1259,0.324542417,4.50E-06
1260,0.324547167,4.75E-06
1261,0.32455625,9.08E-06
1262,0.324559667,3.42E-06
1263,0.32456575,6.08E-06
1264,0.324571333,5.58E-06
1265,0.324576333,5.00E-06
1266,0.324584917,8.58E-06
1267,0.3245885,3.58E-06
1268,0.324592333,3.83E-06
1269,0.3246015,9.17E-06
1270,0.324606667,5.17E-06
1271,0.324612583,5.92E-06
1272,0.324620167,7.58E-06
1273,0.324623583,3.42E-06
1274,0.324630833,7.25E-06
1275,0.324637333,6.50E-06
1276,0.324639917,2.58E-06
1277,0.324622667,-1.73E-05
1278,0.324625833,3.17E-06
1279,0.324631667,5.83E-06
1280,0.324639167,7.50E-06
1281,0.324642667,3.50E-06
1282,0.324651,8.33E-06
1283,0.324646083,-4.92E-06
1284,0.32465075,4.67E-06
1285,0.324659417,8.67E-06
1286,0.324662667,3.25E-06
1287,0.324669,6.33E-06
1288,0.3246745,5.50E-06
1289,0.324680583,6.08E-06
1290,0.324688417,7.83E-06
1291,0.324694167,5.75E-06
1292,0.324698083,3.92E-06
1293,0.32470525,7.17E-06
1294,0.32470875,3.50E-06
1295,0.3247165,7.75E-06
1296,0.324721583,5.08E-06
1297,0.324725417,3.83E-06
1298,0.324735333,9.92E-06
1299,0.324738917,3.58E-06
1300,0.324745167,6.25E-06
1301,0.324751167,6.00E-06
1302,0.32475475,3.58E-06
1303,0.324763667,8.92E-06
1304,0.324768,4.33E-06
1305,0.324773167,5.17E-06
1306,0.324779667,6.50E-06
1307,0.324785,5.33E-06
1308,0.324793167,8.17E-06
1309,0.324797333,4.17E-06
1310,0.324803,5.67E-06
1311,0.32480725,4.25E-06
1312,0.324813083,5.83E-06
1313,0.324820583,7.50E-06
1314,0.324823417,2.83E-06
1315,0.324832333,8.92E-06
1316,0.324835833,3.50E-06
1317,0.324841917,6.08E-06
1318,0.32484875,6.83E-06
1319,0.324851417,2.67E-06
1320,0.324859333,7.92E-06
1321,0.324866083,6.75E-06
1322,0.324869917,3.83E-06
1323,0.324878917,9.00E-06
1324,0.324880583,1.67E-06
1325,0.324888333,7.75E-06
1326,0.32489575,7.42E-06
1327,0.324898083,2.33E-06
1328,0.324906917,8.83E-06
1329,0.32491275,5.83E-06
1330,0.3249175,4.75E-06
1331,0.324926,8.50E-06
1332,0.324927667,1.67E-06
1333,0.324936083,8.42E-06
1334,0.324942833,6.75E-06
1335,0.324945417,2.58E-06
1336,0.324952917,7.50E-06
1337,0.32495975,6.83E-06
1338,0.324963,3.25E-06
1339,0.324971,8.00E-06
1340,0.324973583,2.58E-06
1341,0.324978667,5.08E-06
1342,0.324988583,9.92E-06
1343,0.324989667,1.08E-06
1344,0.324994417,4.75E-06
1345,0.325000667,6.25E-06
1346,0.325001583,9.16E-07
1347,0.325008917,7.33E-06
1348,0.32501625,7.33E-06
1349,0.3250195,3.25E-06
1350,0.325025,5.50E-06
1351,0.325029417,4.42E-06
1352,0.325033,3.58E-06
1353,0.325042583,9.58E-06
1354,0.325047167,4.58E-06
1355,0.325051333,4.17E-06
1356,0.325061167,9.83E-06
1357,0.325061667,5.00E-07
1358,0.325068333,6.67E-06
1359,0.325076667,8.33E-06
1360,0.325079,2.33E-06
1361,0.325089,1.00E-05
1362,0.3250935,4.50E-06
1363,0.325096417,2.92E-06
1364,0.3251055,9.08E-06
1365,0.325109667,4.17E-06
1366,0.3251135,3.83E-06
1367,0.3251225,9.00E-06
1368,0.32512525,2.75E-06
1369,0.325130833,5.58E-06
1370,0.325137167,6.33E-06
1371,0.32514125,4.08E-06
1372,0.325150417,9.17E-06
1373,0.325155667,5.25E-06
1374,0.325158,2.33E-06
1375,0.325168,1.00E-05
1376,0.325172667,4.67E-06
1377,0.325176167,3.50E-06
1378,0.325186083,9.92E-06
1379,0.325189667,3.58E-06
1380,0.325194667,5.00E-06
1381,0.325202667,8.00E-06
1382,0.325205917,3.25E-06
1383,0.325212917,7.00E-06
1384,0.325218083,5.17E-06
1385,0.325221,2.92E-06
1386,0.32523025,9.25E-06
1387,0.3252355,5.25E-06
1388,0.325238917,3.42E-06
1389,0.325249583,1.07E-05
1390,0.32525375,4.17E-06
1391,0.32526,6.25E-06
1392,0.3252675,7.50E-06
1393,0.325269833,2.33E-06
1394,0.32527925,9.42E-06
1395,0.325284667,5.42E-06
1396,0.325287583,2.92E-06
1397,0.325297417,9.83E-06
1398,0.325302167,4.75E-06
1399,0.32530475,2.58E-06
1400,0.325314083,9.33E-06
1401,0.32531775,3.67E-06
1402,0.325323833,6.08E-06
1403,0.325332583,8.75E-06
1404,0.325334917,2.33E-06
1405,0.32534275,7.83E-06
1406,0.325348083,5.33E-06
1407,0.325349833,1.75E-06
1408,0.325359833,1.00E-05
1409,0.32536375,3.92E-06
1410,0.325354583,-9.17E-06
1411,0.325363917,9.33E-06
1412,0.32536475,8.33E-07
1413,0.3253735,8.75E-06
1414,0.325378083,4.58E-06
1415,0.325382083,4.00E-06
1416,0.32539225,1.02E-05
1417,0.3253965,4.25E-06
1418,0.325401,4.50E-06
1419,0.325410583,9.58E-06
1420,0.325414917,4.33E-06
1421,0.325421333,6.42E-06
1422,0.32542775,6.42E-06
1423,0.325431667,3.92E-06
1424,0.325440083,8.42E-06
1425,0.325444417,4.33E-06
1426,0.325448333,3.92E-06
1427,0.325457417,9.08E-06
1428,0.32546175,4.33E-06
1429,0.325466,4.25E-06
1430,0.32547275,6.75E-06
1431,0.325476,3.25E-06
1432,0.325483833,7.83E-06
1433,0.3254905,6.67E-06
1434,0.3254935,3.00E-06
1435,0.325501833,8.33E-06
1436,0.325507083,5.25E-06
1437,0.32551325,6.17E-06
1438,0.32551975,6.50E-06
1439,0.32550925,-1.05E-05
1440,0.325517,7.75E-06
1441,0.325521667,4.67E-06
1442,0.325528083,6.42E-06
1443,0.325534667,6.58E-06
1444,0.325538917,4.25E-06
1445,0.325546667,7.75E-06
1446,0.32555175,5.08E-06
1447,0.325556833,5.08E-06
1448,0.325564583,7.75E-06
1449,0.325568417,3.83E-06
1450,0.325576167,7.75E-06
1451,0.325580417,4.25E-06
1452,0.3255845,4.08E-06
1453,0.325592333,7.83E-06
1454,0.32559575,3.42E-06
1455,0.32560275,7.00E-06
1456,0.325607833,5.08E-06
1457,0.325612583,4.75E-06
1458,0.325620583,8.00E-06
1459,0.325624083,3.50E-06
1460,0.325629667,5.58E-06
1461,0.32563725,7.58E-06
1462,0.32563975,2.50E-06
1463,0.325648167,8.42E-06
1464,0.325654667,6.50E-06
1465,0.325631833,-2.28E-05
1466,0.325641583,9.75E-06
1467,0.325645,3.42E-06
1468,0.325650583,5.58E-06
1469,0.32565725,6.67E-06
1470,0.325661,3.75E-06
1471,0.325669917,8.92E-06
1472,0.325676,6.08E-06
1473,0.325678167,2.17E-06
1474,0.325684667,6.50E-06
1475,0.325691083,6.42E-06
1476,0.32569525,4.17E-06
1477,0.325703,7.75E-06
1478,0.325708,5.00E-06
1479,0.325714083,6.08E-06
1480,0.32572025,6.17E-06
1481,0.325723083,2.83E-06
1482,0.325730333,7.25E-06
1483,0.325737917,7.58E-06
1484,0.325741167,3.25E-06
1485,0.3257475,6.33E-06
1486,0.325753667,6.17E-06
1487,0.325757667,4.00E-06
1488,0.325765333,7.67E-06
1489,0.3257725,7.17E-06
1490,0.325774667,2.17E-06
1491,0.325783,8.33E-06
1492,0.325788583,5.58E-06
1493,0.32579025,1.67E-06
1494,0.325800333,1.01E-05
1495,0.325806083,5.75E-06
1496,0.32580725,1.17E-06
1497,0.325816917,9.67E-06
1498,0.325820833,3.92E-06
1499,0.32582525,4.42E-06
1500,0.325834417,9.17E-06
1501,0.32583725,2.83E-06
1502,0.325843667,6.42E-06
1503,0.32585075,7.08E-06
1504,0.325853583,2.83E-06
1505,0.325861083,7.50E-06
1506,0.32586475,3.67E-06
1507,0.325868917,4.17E-06
1508,0.325879417,1.05E-05
1509,0.32588475,5.33E-06
1510,0.325887583,2.83E-06
1511,0.325895333,7.75E-06
1512,0.325897667,2.33E-06
1513,0.325904,6.33E-06
1514,0.325911333,7.33E-06
1515,0.325915083,3.75E-06
1516,0.325922167,7.08E-06
1517,0.325926583,4.42E-06
1518,0.325930417,3.83E-06
1519,0.325939417,9.00E-06
1520,0.325944667,5.25E-06
1521,0.3259505,5.83E-06
1522,0.32595875,8.25E-06
1523,0.3259615,2.75E-06
1524,0.325969083,7.58E-06
1525,0.325974167,5.08E-06
1526,0.32597775,3.58E-06
1527,0.325986417,8.67E-06
1528,0.32599,3.58E-06
1529,0.325992667,2.67E-06
1530,0.326001667,9.00E-06
1531,0.32600175,8.30E-08
1532,0.32600425,2.50E-06
1533,0.326011,6.75E-06
1534,0.326015333,4.33E-06
1535,0.326023833,8.50E-06
1536,0.326028167,4.33E-06
1537,0.3260335,5.33E-06
1538,0.326040583,7.08E-06
1539,0.326044833,4.25E-06
1540,0.326053083,8.25E-06
1541,0.326057583,4.50E-06
1542,0.326063333,5.75E-06
1543,0.32607125,7.92E-06
1544,0.326077583,6.33E-06
1545,0.32608175,4.17E-06
1546,0.326087583,5.83E-06
1547,0.32609225,4.67E-06
1548,0.326099083,6.83E-06
1549,0.326106333,7.25E-06
1550,0.32610925,2.92E-06
1551,0.3261225,1.32E-05
1552,0.3261205,-2.00E-06
1553,0.3261235,3.00E-06
1554,0.326138667,1.52E-05
1555,0.32614475,6.08E-06
1556,0.326151083,6.33E-06
1557,0.326156583,5.50E-06
1558,0.32616025,3.67E-06
1559,0.3261665,6.25E-06
1560,0.326174333,7.83E-06
1561,0.326175917,1.58E-06
1562,0.32618375,7.83E-06
1563,0.326190167,6.42E-06
1564,0.326194167,4.00E-06
1565,0.32620125,7.08E-06
1566,0.3262065,5.25E-06
1567,0.326213417,6.92E-06
1568,0.326220583,7.17E-06
1569,0.3262235,2.92E-06
1570,0.326232917,9.42E-06
1571,0.326240083,7.17E-06
1572,0.326245167,5.08E-06
1573,0.326253167,8.00E-06
1574,0.3262595,6.33E-06
1575,0.32626275,3.25E-06
1576,0.32627075,8.00E-06
1577,0.326276333,5.58E-06
1578,0.326281083,4.75E-06
1579,0.326287417,6.33E-06
1580,0.326292917,5.50E-06
1581,0.3263,7.08E-06
1582,0.32630425,4.25E-06
1583,0.32630875,4.50E-06
1584,0.326317833,9.08E-06
1585,0.326320917,3.08E-06
1586,0.326325667,4.75E-06
1587,0.326334,8.33E-06
1588,0.326338083,4.08E-06
1589,0.326343167,5.08E-06
1590,0.326350417,7.25E-06
1591,0.326356667,6.25E-06
1592,0.326359083,2.42E-06
1593,0.326367833,8.75E-06
1594,0.326372833,5.00E-06
1595,0.326378,5.17E-06
1596,0.326383917,5.92E-06
1597,0.326391083,7.17E-06
1598,0.3263965,5.42E-06
1599,0.326398833,2.33E-06
1600,0.326408167,9.33E-06
1601,0.326414667,6.50E-06
1602,0.326417667,3.00E-06
1603,0.326425167,7.50E-06
1604,0.326430417,5.25E-06
1605,0.326435333,4.92E-06
1606,0.326441,5.67E-06
1607,0.326446167,5.17E-06
1608,0.326453833,7.67E-06
1609,0.326459583,5.75E-06
1610,0.326463333,3.75E-06
1611,0.326469167,5.83E-06
1612,0.326472583,3.42E-06
1613,0.326476,3.42E-06
1614,0.326485,9.00E-06
1615,0.326489583,4.58E-06
1616,0.326492167,2.58E-06
1617,0.326396333,-9.58E-05
1618,0.32640425,7.92E-06
1619,0.326417333,1.31E-05
1620,0.326403667,-1.37E-05
1621,0.32636975,-3.39E-05
1622,0.326028083,-0.000341667
1623,0.325823083,-0.000205
1624,0.326007,0.000183917
1625,0.3260325,2.55E-05
1626,0.32600525,-2.72E-05
1627,0.326042167,3.69E-05
1628,0.32610475,6.26E-05
1629,0.326153833,4.91E-05
1630,0.32619525,4.14E-05
1631,0.326244333,4.91E-05
1632,0.326284583,4.03E-05
1633,0.32631025,2.57E-05
1634,0.326342333,3.21E-05
1635,0.326366667,2.43E-05
1636,0.326390167,2.35E-05
1637,0.326417833,2.77E-05
1638,0.326434667,1.68E-05
1639,0.3264455,1.08E-05
1640,0.326466167,2.07E-05
1641,0.3264765,1.03E-05
1642,0.326484083,7.58E-06
1643,0.326498417,1.43E-05
1644,0.326505917,7.50E-06
1645,0.326511333,5.42E-06
1646,0.326522417,1.11E-05
1647,0.326528167,5.75E-06
1648,0.326532583,4.42E-06
1649,0.326545167,1.26E-05
1650,0.326549917,4.75E-06
1651,0.326554667,4.75E-06
1652,0.326567833,1.32E-05
1653,0.326570667,2.83E-06
1654,0.32657475,4.08E-06
1655,0.326586667,1.19E-05
1656,0.32659,3.33E-06
1657,0.3265955,5.50E-06
1658,0.326604167,8.67E-06
1659,0.326606,1.83E-06
1660,0.326612917,6.92E-06
1661,0.32662,7.08E-06
1662,0.326632167,1.22E-05
1663,0.32663925,7.08E-06
1664,0.326646333,7.08E-06
1665,0.32664875,2.42E-06
1666,0.32665575,7.00E-06
1667,0.326662167,6.42E-06
1668,0.32666525,3.08E-06
1669,0.326673917,8.67E-06
1670,0.326679583,5.67E-06
1671,0.3266825,2.92E-06
1672,0.32668375,1.25E-06
1673,0.32669225,8.50E-06
1674,0.32669475,2.50E-06
1675,0.326704833,1.01E-05
1676,0.326708833,4.00E-06
1677,0.326711083,2.25E-06
1678,0.326722,1.09E-05
1679,0.326726417,4.42E-06
1680,0.3267285,2.08E-06
1681,0.326738,9.50E-06
1682,0.3267425,4.50E-06
1683,0.3267455,3.00E-06
1684,0.32675675,1.12E-05
1685,0.326760333,3.58E-06
1686,0.326765583,5.25E-06
1687,0.326776417,1.08E-05
1688,0.326779833,3.42E-06
1689,0.32678325,3.42E-06
1690,0.326794583,1.13E-05
1691,0.326796917,2.33E-06
1692,0.326800417,3.50E-06
1693,0.326808833,8.42E-06
1694,0.32681275,3.92E-06
1695,0.326819167,6.42E-06
1696,0.32682675,7.58E-06
1697,0.326829167,2.42E-06
1698,0.326835833,6.67E-06
1699,0.326842333,6.50E-06
1700,0.326844333,2.00E-06
1701,0.326853167,8.83E-06
1702,0.326857917,4.75E-06
1703,0.32686225,4.33E-06
1704,0.326872,9.75E-06
1705,0.326876083,4.08E-06
1706,0.326878,1.92E-06
1707,0.326888667,1.07E-05
1708,0.326890667,2.00E-06
1709,0.326895083,4.42E-06
1710,0.326905833,1.08E-05
1711,0.326908333,2.50E-06
1712,0.326911917,3.58E-06
1713,0.326924333,1.24E-05
1714,0.326927333,3.00E-06
1715,0.32693025,2.92E-06
1716,0.326939833,9.58E-06
1717,0.326943917,4.08E-06
1718,0.326948417,4.50E-06
1719,0.32695675,8.33E-06
1720,0.326959917,3.17E-06
1721,0.326967417,7.50E-06
1722,0.326973833,6.42E-06
1723,0.32697675,2.92E-06
1724,0.326984917,8.17E-06
1725,0.326989,4.08E-06
1726,0.326994333,5.33E-06
1727,0.32700125,6.92E-06
1728,0.327004667,3.42E-06
1729,0.327010083,5.42E-06
1730,0.32701925,9.17E-06
1731,0.327021917,2.67E-06
1732,0.32702775,5.83E-06
1733,0.327036417,8.67E-06
1734,0.327037833,1.42E-06
1735,0.32704425,6.42E-06
1736,0.327054833,1.06E-05
1737,0.3270565,1.67E-06
1738,0.3270625,6.00E-06
1739,0.327074583,1.21E-05
